"Date","Price","Open","High","Low","Vol.","Change %"
"06/26/2019","27,885.00","27,885.00","27,885.00","27,885.00","","-0.41%"
"06/25/2019","28,000.00","28,000.00","28,000.00","28,000.00","","0.00%"
"06/24/2019","28,000.00","28,000.00","28,000.00","28,000.00","","0.00%"
"06/21/2019","28,000.00","28,000.00","28,000.00","28,000.00","","0.00%"
"06/20/2019","28,000.00","28,000.00","28,000.00","28,000.00","","0.00%"
"06/17/2019","28,000.00","28,000.00","28,000.00","28,000.00","0.02K","0.00%"
"06/14/2019","28,000.00","28,000.00","28,000.00","28,000.00","0.00K","0.00%"
"06/13/2019","28,000.00","28,000.00","28,000.00","28,000.00","","0.00%"
"06/12/2019","28,000.00","28,000.00","28,000.00","28,000.00","0.33K","0.00%"
"06/11/2019","28,000.00","28,000.00","28,000.00","28,000.00","","0.00%"
"06/10/2019","28,000.00","28,000.00","28,000.00","28,000.00","","0.00%"
"06/07/2019","28,000.00","28,000.00","28,000.00","28,000.00","","-9.68%"
"06/06/2019","31,000.00","31,000.00","31,000.00","31,000.00","","-3.13%"
"06/05/2019","32,000.00","32,000.00","32,000.00","32,000.00","0.00K","0.00%"
"06/04/2019","32,000.00","32,000.00","32,000.00","32,000.00","","0.00%"
"06/03/2019","32,000.00","32,000.00","32,000.00","32,000.00","","0.00%"
"05/31/2019","32,000.00","32,000.00","32,000.00","32,000.00","","-4.48%"
"05/30/2019","33,500.00","33,500.00","33,500.00","33,500.00","","0.00%"
"05/29/2019","33,500.00","33,500.00","33,500.00","33,500.00","","0.00%"
"05/28/2019","33,500.00","33,500.00","33,500.00","33,500.00","","0.00%"
"05/24/2019","33,500.00","33,500.00","33,500.00","33,500.00","","-2.19%"
"05/23/2019","34,250.00","34,250.00","34,250.00","34,250.00","","0.00%"
"05/22/2019","34,250.00","34,250.00","34,250.00","34,250.00","","-0.72%"
"05/21/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/20/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/17/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/16/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/13/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/10/2019","34,500.00","34,500.00","34,500.00","34,500.00","0.03K","0.00%"
"05/09/2019","34,500.00","34,500.00","34,500.00","34,500.00","0.05K","0.00%"
"05/08/2019","34,500.00","34,500.00","34,500.00","34,500.00","0.31K","0.00%"
"05/07/2019","34,500.00","34,500.00","34,500.00","34,500.00","0.16K","0.00%"
"05/03/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/02/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/01/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
