"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","project"
"696","codmine00715","Nyamasani",2022-01-01,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"697","codmine00716","Kisangani",2022-02-12,"Sud-Kivu",800,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire","Maï-Maï Malaika","Aléatoire","SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"698","codmine00717","Camp Mishale",2017-03-31,"Sud-Kivu",20,"More than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","No data",NA,"IPIS - IOM 2016-2018"
"699","codmine00718","Mukunduni",2015-07-16,"Sud-Kivu",50,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"700","codmine00719","Kasongo",2015-07-16,"Sud-Kivu",6,"No data","No data","Or",NA,NA,"None observed","None observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"701","codmine00720","Mizango",2015-07-28,"Sud-Kivu",70,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"702","codmine00721","Katuzu",2021-10-15,"Sud-Kivu",120,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"703","codmine00722","Kiziba",2021-10-15,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"704","codmine00723","Bipasi",2018-09-10,"Sud-Kivu",2000,"Less than 2h walk","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","ANR","No traceability program","None","Observed","Lavage, Transport des minerais","IPIS - Ulula 2018"
"705","codmine00724","Mwanba",2015-11-04,"Sud-Kivu",200,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"706","codmine00725","Carrière D3",2018-09-12,"Sud-Kivu",150,"Less than 2h walk","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines","Chefferie","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"707","codmine00726","Mobale",2015-11-04,"Sud-Kivu",1500,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"708","codmine00727","Tobola",2018-09-18,"Sud-Kivu",50,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"709","codmine00728","Carrière G15",2013-11-21,"Sud-Kivu",600,"No data","No data","Or",NA,NA,"No data","Observed","FARDC","Régulière",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"710","codmine00729","Kazibe",2018-09-11,"Sud-Kivu",1500,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Police des Mines","No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets","IPIS - Ulula 2018"
"711","codmine00730","Kabo",2018-09-14,"Sud-Kivu",200,"Less than 2h walk","No data","Or",NA,NA,"No data","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Police des Mines","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"712","codmine00731","Pwembwe",2013-11-23,"Sud-Kivu",430,"No data","No data","Or",NA,NA,"No data","Observed","FARDC","Régulière",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"713","codmine00732","Meno ya Nguruwe",2018-09-15,"Sud-Kivu",100,"Less than 2h walk","No data","Or",NA,NA,"No data","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - Ulula 2018"
"714","codmine00733","Misagi/Butwa",2018-09-15,"Sud-Kivu",100,"Car or Motorbike","No data","Or",NA,NA,"No data","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines","Chefferie","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"715","codmine00734","Matenende",2018-09-18,"Sud-Kivu",120,"More than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"Chefferie",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"716","codmine00735","Carrière G22",2018-09-18,"Sud-Kivu",35,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines","Chefferie","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"717","codmine00736","Bizaza",2018-09-13,"Sud-Kivu",300,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines","Chefferie","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"718","codmine00737","Lukungu",2013-11-26,"Sud-Kivu",250,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"719","codmine00738","Nakuzumya",2013-11-26,"Sud-Kivu",100,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"720","codmine00739","Kasagile",2015-11-18,"Sud-Kivu",150,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"721","codmine00740","Kaboge/Sololo",2015-11-18,"Sud-Kivu",20,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"722","codmine00741","Nyawalukonga",2013-11-27,"Sud-Kivu",350,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"723","codmine00742","Migoma",2013-11-27,"Sud-Kivu",400,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"724","codmine00743","Nzogu",2015-11-17,"Sud-Kivu",50,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"725","codmine00744","Misege/Kalayi Boeing",2013-11-28,"Sud-Kivu",120,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"726","codmine00745","Shabimbi",2013-11-28,"Sud-Kivu",300,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"727","codmine00746","Maboko",2013-11-28,"Sud-Kivu",430,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"728","codmine00747","Biziwa/Kaniki",2013-11-29,"Sud-Kivu",750,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"729","codmine00748","Tuliona",2013-11-29,"Sud-Kivu",90,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"730","codmine00749","Nyasa",2021-10-08,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"731","codmine00750","Kilunga",2021-10-06,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"732","codmine00751","Kolo",2021-10-06,"Sud-Kivu",20,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"733","codmine00752","Simali",2021-09-29,"Sud-Kivu",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"734","codmine00753","Carrière A Tuliona",2021-09-28,"Sud-Kivu",350,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"735","codmine00754","Carrière D 18 Sud/Kasopo",2021-10-07,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Concassage, Lavage, Traiter les déchets","IPIS - USAID"
"736","codmine00755","Carrière D 18 Nord",2015-11-09,"Sud-Kivu",2500,"No data","No data","Or",NA,NA,"None observed","None observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"737","codmine00756","Carrière G7 Sud",2021-09-30,"Sud-Kivu",110,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"738","codmine00757","Poudrier",2021-09-27,"Sud-Kivu",200,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"739","codmine00758","Carrière G7 Nord",2021-09-30,"Sud-Kivu",500,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","Observed","Creuser","IPIS - USAID"
"740","codmine00759","Mabondo",2013-12-04,"Sud-Kivu",60,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"741","codmine00760","Carrière G3",2021-10-01,"Sud-Kivu",500,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"742","codmine00761","Njolinjoli",2021-10-01,"Sud-Kivu",300,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"743","codmine00762","Bivuye",2021-10-04,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"744","codmine00763","Makalanga",2021-10-02,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"745","codmine00764","Kiponda",2013-12-06,"Sud-Kivu",120,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"746","codmine00765","Nyabikunda",2013-12-07,"Sud-Kivu",130,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"747","codmine00766","Kaseti",2015-11-19,"Sud-Kivu",150,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"748","codmine00767","Makaza",2013-12-08,"Sud-Kivu",130,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"749","codmine00768","Kimandu",2013-12-08,"Sud-Kivu",270,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"750","codmine00769","Makaza/Keme",2013-12-08,"Sud-Kivu",90,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"751","codmine00770","Mbala",2013-12-10,"Sud-Kivu",150,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"752","codmine00771","Calvaire",2018-09-19,"Sud-Kivu",180,"Less than 2h walk","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","None","Observed","Lavage, Concassage, Creuser, Traiter les déchets","IPIS - Ulula 2018"
"753","codmine00772","Calvaire 2",2015-11-06,"Sud-Kivu",250,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"754","codmine00773","Kakulu",2023-03-03,"Sud-Kivu",130,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"755","codmine00774","Zombe",2023-03-08,"Sud-Kivu",500,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","Maï-Maï Lwesula","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"756","codmine00775","Misela",2019-11-05,"Sud-Kivu",170,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"757","codmine00776","Katanga",2019-12-10,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"Division des mines","SAEMAPE","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - Due Diligence"
"758","codmine00777","Kamosho/Nord-Est",2023-03-16,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,"Aléatoire","SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - Madini"
"759","codmine00778","Nord-Est/Mateso",2019-12-11,"Sud-Kivu",200,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Due Diligence"
"760","codmine00779","Mazankala",2014-02-25,"Sud-Kivu",120,"No data","No data","Cassitérite",NA,NA,"No data","Observed","Raïa Mutomboki","Chaque semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"761","codmine00780","Kembe",2014-02-27,"Sud-Kivu",40,"No data","No data","Or",NA,NA,"No data","Observed","Raïa Mutomboki","Chaque semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"762","codmine00781","Luyuyu",2014-02-28,"Sud-Kivu",130,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Permanente",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"763","codmine00782","Nyabigola, Kabilimbi",2014-02-28,"Sud-Kivu",90,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"764","codmine00783","Nyawabimbuli",2014-03-01,"Sud-Kivu",175,"No data","No data","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"765","codmine00784","Nyawamabondo",2014-03-01,"Sud-Kivu",65,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"766","codmine00785","Nyangoma Wananzo",2021-10-11,"Sud-Kivu",15,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"767","codmine00786","Kisasa",2014-03-03,"Sud-Kivu",120,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"768","codmine00787","Muta",2014-03-04,"Sud-Kivu",90,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"769","codmine00788","Wameli",2023-03-29,"Sud-Kivu",44,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Anti-fraude",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
